Date,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VMAP,Day_Perc_Change,Trend,Scaled_Total_traded_Quantity,Scaled_volume,14_day_mov_av,14_day_mov_std,Upper Band,Lower Band
2017-06-01,HINDUNILVR,EQ,2017-06-01,1067.0,1067.0,1099.45,1061.2,1094.55,1095.35,1091.65,1782269,1945606800.45,69057,1160309,65.1,6,2017,1031.2786206553403,0.026569821930646498,Positive,0.28010684498344374,0.011521319096984867,1033.1678571428572,34.162173228152895,1101.492203599163,964.8435106865514
2017-06-02,HINDUNILVR,EQ,2017-06-02,1095.35,1100.05,1103.0,1046.1,1085.0,1086.4,1083.08,2216247,2400378655.9,40705,1803842,81.39,6,2017,1035.6522936646456,-0.008170904277171487,Slight negative,0.35101083333891553,0.01443773292164729,1040.5357142857144,33.68813662775884,1107.911987541232,973.1594410301968
2017-06-05,HINDUNILVR,EQ,2017-06-05,1086.4,1092.0,1101.3,1088.0,1095.0,1097.75,1096.57,612171,671288397.35,35182,355028,57.99,6,2017,1036.9840990500088,0.010447349042709721,Positive,0.08893444692003764,0.003658040351495802,1047.4892857142859,34.795275865086445,1117.0798374444587,977.8987339841129
2017-06-06,HINDUNILVR,EQ,2017-06-06,1097.75,1097.95,1101.8,1087.0,1091.0,1091.55,1092.44,1203091,1314304860.3,29449,915629,76.11,6,2017,1039.1909972453334,-0.005647916192211389,Slight negative,0.18547985889717797,0.00762913394902729,1053.357142857143,34.80467948833473,1122.9665018338123,983.7477838804734
2017-06-07,HINDUNILVR,EQ,2017-06-07,1091.55,1105.2,1114.25,1091.5,1106.0,1106.35,1107.07,2392047,2648170064.95,81560,1666883,69.68,6,2017,1044.1895720477946,0.013558700929870326,Positive,0.3797333057981,0.015619142003157538,1061.65,32.35700494839963,1126.3640098967994,996.9359901032009
2017-06-08,HINDUNILVR,EQ,2017-06-08,1106.35,1106.7,1115.0,1088.55,1092.9,1093.5,1103.14,935574,1032073423.1,45799,555504,59.38,6,2017,1045.58442085112,-0.011614769286392157,Negative,0.14177252291956907,0.005831369368490447,1067.757142857143,29.384224294042923,1126.5255914452289,1008.9886942690571
2017-06-09,HINDUNILVR,EQ,2017-06-09,1093.5,1091.0,1105.4,1090.0,1097.0,1095.35,1095.6,691085,757155244.15,29000,403543,58.39,6,2017,1046.602988046788,0.0016918152720621915,Slight positive,0.10182753674736461,0.004188357281292728,1073.2392857142859,26.52837507398284,1126.2960358622515,1020.1825355663202
2017-06-12,HINDUNILVR,EQ,2017-06-12,1095.35,1096.0,1105.0,1083.0,1100.0,1099.65,1092.43,1059705,1157658475.5,27430,736896,69.54,6,2017,1048.2171774703495,0.00392568585383679,Slight positive,0.16205323525649185,0.0066655530470851486,1078.5857142857144,23.369592575456515,1125.3248994366274,1031.8465291348014
2017-06-13,HINDUNILVR,EQ,2017-06-13,1099.65,1096.0,1109.35,1095.05,1102.0,1102.75,1103.63,1040661,1148501285.75,33761,788203,75.74,6,2017,1049.79947495634,0.002819078797799301,Slight positive,0.1589417974549406,0.006537573783443049,1083.207142857143,21.01566135000262,1125.2384655571482,1041.1758201571379
2017-06-14,HINDUNILVR,EQ,2017-06-14,1102.75,1105.0,1119.6,1094.2,1117.5,1113.7,1104.35,1139136,1257999932.55,42295,765088,67.16,6,2017,1051.7665535287024,0.009929721151666238,Slight positive,0.1750307933333148,0.007199344314169564,1088.2250000000001,19.091346710767596,1126.4076934215354,1050.0423065784648
2017-06-15,HINDUNILVR,EQ,2017-06-15,1113.7,1117.5,1121.5,1101.6,1102.3,1104.0,1112.05,1051935,1169806882.65,58917,764006,72.63,6,2017,1053.210349525334,-0.008709706384125049,Slight negative,0.16078376079114565,0.00661333718495014,1092.7285714285715,13.779049234332604,1120.2866698972366,1065.1704729599064
2017-06-16,HINDUNILVR,EQ,2017-06-16,1104.0,1104.0,1110.85,1088.45,1090.0,1091.8,1093.77,1550451,1695835583.95,44130,1185765,76.48,6,2017,1054.7209676226594,-0.011050724637681196,Negative,0.2422320661407633,0.009963458514177457,1094.1250000000002,12.472735650824482,1119.0704713016491,1069.1795286983513
2017-06-19,HINDUNILVR,EQ,2017-06-19,1091.8,1094.4,1101.0,1090.3,1095.85,1095.65,1095.95,859068,941493592.5,37826,613375,71.4,6,2017,1055.589859628539,0.003526286865726425,Slight positive,0.1292728558094305,0.005317234651823649,1095.771428571429,10.825356883184659,1117.4221423377983,1074.1207148050596
2017-06-20,HINDUNILVR,EQ,2017-06-20,1095.65,1098.85,1101.0,1091.1,1099.3,1093.05,1094.19,1272735,1392610247.75,31555,1049900,82.49,6,2017,1056.7321203792835,-0.002373020581390217,Slight or No change,0.19685840196855134,0.00809715473442376,1097.6321428571432,7.095979553531501,1111.8241019642062,1083.4401837500802
2017-06-21,HINDUNILVR,EQ,2017-06-21,1093.05,1094.25,1129.0,1093.95,1127.0,1123.45,1111.87,1411671,1569593401.35,55360,898389,63.64,6,2017,1058.9147904053889,0.027812085448973182,Positive,0.2195579778137689,0.009030830798978411,1099.6392857142862,9.843158080055995,1119.3256018743982,1079.9529695541742
2017-06-22,HINDUNILVR,EQ,2017-06-22,1123.45,1117.0,1117.4,1092.05,1093.0,1094.05,1101.34,1000211,1101568441.05,67490,640852,64.07,6,2017,1059.7107567455432,-0.026169388935867288,Negative,0.15233301468489505,0.00626574217168486,1100.1857142857148,9.245881173867595,1118.67747663345,1081.6939519379796
2017-06-23,HINDUNILVR,EQ,2017-06-23,1094.05,1093.9,1102.75,1075.0,1095.05,1097.9,1091.2,1600881,1746888561.55,69468,1097595,68.56,6,2017,1061.0470204848025,0.0035190347790321494,Slight positive,0.25047139655098327,0.010302357603941744,1100.1964285714291,9.242927946972621,1118.6822844653743,1081.710572677484
2017-06-27,HINDUNILVR,EQ,2017-06-27,1097.9,1096.5,1114.95,1087.0,1092.95,1092.1,1094.25,1809437,1979973724.05,52414,1410677,77.96,6,2017,1062.2284120279617,-0.005282812642317336,Slight negative,0.2845455943109245,0.01170389316937662,1100.2357142857147,9.204439325492011,1118.6445929366987,1081.8268356347307
2017-06-28,HINDUNILVR,EQ,2017-06-28,1092.1,1095.0,1104.95,1084.25,1092.0,1090.0,1093.41,1084236,1185513322.3,52162,792685,73.11,6,2017,1062.8474002077687,-0.0019229008332569688,Slight or No change,0.16606114749708487,0.006830405983254249,1099.0678571428575,9.404062279812825,1117.8759817024832,1080.2597325832319
2017-06-29,HINDUNILVR,EQ,2017-06-29,1090.0,1094.65,1094.65,1084.25,1087.0,1088.1,1090.93,1771369,1932439891.15,30968,1376094,77.69,6,2017,1063.734637398944,-0.001743119266055082,Slight or No change,0.2783259863383635,0.01144806904585596,1098.6821428571434,9.754222106403985,1118.1905870699513,1079.1736986443354
2017-06-30,HINDUNILVR,EQ,2017-06-30,1088.1,1085.0,1092.7,1064.0,1080.0,1079.6,1078.18,1501780,1619189979.55,56215,950779,63.31,6,2017,1064.1935536062474,-0.007811782005330392,Slight negative,0.23428012383666225,0.009636380235416448,1097.5571428571432,10.997164969327272,1119.5514727957977,1075.5628129184886
2017-07-03,HINDUNILVR,EQ,2017-07-03,1079.6,1093.0,1100.1,1081.1,1098.0,1097.75,1092.94,823810,900378422.6,32627,491860,59.71,7,2017,1064.7176885338788,0.01681178214153389,Positive,0.12351234992794058,0.005080294257080257,1097.4214285714288,10.98106261996979,1119.3835538113683,1075.4593033314893
2017-07-04,HINDUNILVR,EQ,2017-07-04,1097.75,1104.4,1112.0,1083.85,1091.0,1088.1,1099.94,938993,1032834589.1,29822,615135,65.51,7,2017,1065.1266910564939,-0.008790708266909641,Slight negative,0.1423311243606268,0.0058543456918674856,1096.3750000000002,11.131223410539661,1118.6374468210795,1074.112553178921
2017-07-05,HINDUNILVR,EQ,2017-07-05,1088.1,1087.0,1098.0,1082.05,1095.0,1096.7,1093.35,364842,398900021.6,13880,193345,52.99,7,2017,1065.3398283514234,0.007903685323040309,Slight positive,0.0485254572109499,0.0019959429298755066,1095.1607142857144,9.961699317720097,1115.0841129211547,1075.2373156502742
2017-07-06,HINDUNILVR,EQ,2017-07-06,1096.7,1096.7,1096.7,1086.4,1092.05,1092.5,1091.5,653440,713230718.2,31534,503130,77.0,7,2017,1065.664282587472,-0.0038296708306738703,Slight or No change,0.09567703916075485,0.003935375797370924,1094.339285714286,9.645887496978043,1113.631060708242,1075.04751072033
2017-07-07,HINDUNILVR,EQ,2017-07-07,1092.5,1091.0,1109.9,1089.8,1095.2,1097.7,1100.28,780216,858452725.35,30013,419943,53.82,7,2017,1066.1148021729314,0.00475972540045766,Slight positive,0.11638989563678195,0.004787334373693695,1094.7607142857146,9.655293059555255,1114.071300404825,1075.4501281666041
2017-07-10,HINDUNILVR,EQ,2017-07-10,1097.7,1150.0,1150.0,1090.0,1096.0,1096.25,1098.61,155828,171193942.25,4583,62749,40.27,7,2017,1066.1992067129243,-0.0013209437915642221,Slight or No change,0.014376430711609876,0.0005913295182555814,1094.8035714285718,9.660873990674864,1114.1253194099215,1075.481823447222
2017-07-11,HINDUNILVR,EQ,2017-07-11,1096.25,1102.0,1112.95,1097.0,1103.85,1106.45,1108.12,1088867,1206598295.95,63934,729578,67.0,7,2017,1066.9718480054241,0.009304446978335212,Slight positive,0.16681776734895337,0.006861527174701769,1095.7607142857146,10.126358950993078,1116.0134321877008,1075.5079963837284
2017-07-12,HINDUNILVR,EQ,2017-07-12,1106.45,1110.0,1138.4,1105.0,1131.9,1131.65,1129.05,1749266,1975004428.55,58316,1021808,58.41,7,2017,1068.9067177056017,0.02277554340458221,Positive,0.27471476444550025,0.011299532726580528,1096.346428571429,11.92799654796706,1120.202421667363,1072.490435475495
2017-07-13,HINDUNILVR,EQ,2017-07-13,1131.65,1134.7,1139.9,1131.0,1133.45,1134.7,1135.57,1390586,1579105511.1,67090,958094,68.9,7,2017,1070.4350242294079,0.0026951796050014303,Slight positive,0.21611307831546456,0.008889135631267128,1099.2500000000005,15.682658232287414,1130.6153164645752,1067.8846835354257
2017-07-14,HINDUNILVR,EQ,2017-07-14,1134.7,1135.0,1144.95,1125.3,1139.8,1139.3,1138.38,1430776,1628763515.65,42610,936822,65.48,7,2017,1072.0424963583619,0.004053934960782435,Slight positive,0.22267938188847153,0.009159219994099306,1102.2071428571433,18.967683621833874,1140.142510100811,1064.2717756134755
2017-07-17,HINDUNILVR,EQ,2017-07-17,1139.3,1140.0,1156.0,1130.05,1150.5,1152.95,1145.53,1177146,1348458945.3,26930,639029,54.29,7,2017,1073.5670095700236,0.011981040990081793,Positive,0.18124092517730572,0.007454778666775961,1106.5535714285718,23.013795731169754,1152.5811628909114,1060.5259799662322
2017-07-18,HINDUNILVR,EQ,2017-07-18,1152.95,1153.25,1169.8,1147.3,1159.6,1157.85,1159.28,3322231,3851401818.15,74976,2098067,63.15,7,2017,1077.8227932492025,0.004249967474738492,Slight positive,0.5317081881756541,0.021870153522358493,1111.4000000000003,26.185323252656588,1163.7706465053134,1059.0293534946873
2017-07-19,HINDUNILVR,EQ,2017-07-19,1157.85,1190.0,1195.05,1135.5,1156.5,1154.35,1157.1,4799441,5553431460.95,117464,2011230,41.91,7,2017,1083.0256097264366,-0.0030228440644297643,Slight or No change,0.7730570137810684,0.03179728269925128,1116.1321428571432,27.598819701231108,1171.3297822596055,1060.934503454681
2017-07-20,HINDUNILVR,EQ,2017-07-20,1154.35,1155.45,1161.05,1145.0,1151.5,1152.9,1152.84,1295206,1493166527.95,31942,851040,65.71,7,2017,1084.284514772739,-0.0012561181617358752,Slight or No change,0.2005297482633769,0.008248164082948315,1121.3678571428575,27.08325204270629,1175.53436122827,1067.201353057445
2017-07-21,HINDUNILVR,EQ,2017-07-21,1152.9,1158.9,1164.2,1145.0,1158.2,1158.65,1155.57,1690899,1953952305.95,67021,1182172,69.91,7,2017,1085.9934612751017,0.004987423020209825,Slight positive,0.26517867485491314,0.01090729550325568,1125.7178571428574,27.87716605687534,1181.472189256608,1069.9635250291067
2017-07-24,HINDUNILVR,EQ,2017-07-24,1158.65,1162.0,1164.3,1154.05,1159.15,1159.35,1159.68,1102676,1278751364.5,27902,798740,72.44,7,2017,1087.0765550568346,0.0006041513830750134,Slight positive,0.16907390285628487,0.0069543262532374625,1130.807142857143,26.97032455483938,1184.7477919668218,1076.8664937474641
2017-07-25,HINDUNILVR,EQ,2017-07-25,1159.35,1155.55,1161.0,1143.0,1149.0,1149.6,1151.52,1686360,1941876822.0,40254,1236591,73.33,7,2017,1088.4571779829448,-0.008409884849268967,Slight negative,0.2644370861035352,0.01087679256912044,1134.5857142857144,25.489314718821525,1185.5643437233575,1083.6070848480713
2017-07-26,HINDUNILVR,EQ,2017-07-26,1149.6,1154.0,1167.0,1141.35,1163.8,1164.55,1159.21,1563285,1812179343.4,32847,1162463,74.36,7,2017,1089.9835607535408,0.013004523312456495,Positive,0.24432890465920004,0.010049705409240613,1139.732142857143,23.537234063555676,1186.8066109842543,1092.6576747300314
2017-07-27,HINDUNILVR,EQ,2017-07-27,1164.55,1163.8,1192.45,1162.15,1169.65,1171.9,1177.34,2090566,2461307992.2,54110,1232730,58.97,7,2017,1092.1235912798752,0.006311450774977523,Slight positive,0.3304768796350318,0.013593132951378295,1145.0321428571428,21.62055296331553,1188.2732487837739,1101.7910369305118
2017-07-28,HINDUNILVR,EQ,2017-07-28,1171.9,1168.6,1168.6,1141.6,1150.0,1153.85,1151.03,860381,990326066.25,29446,566104,65.8,7,2017,1092.7801935412988,-0.015402338083454368,Negative,0.12948737575447547,0.005326058258900003,1149.1464285714285,16.496858259000586,1182.1401450894296,1116.1527120534274
2017-07-31,HINDUNILVR,EQ,2017-07-31,1153.85,1159.95,1162.6,1142.1,1160.4,1155.75,1150.43,955459,1099187393.15,24102,706038,73.9,7,2017,1093.5153585036148,0.0016466611777961047,Slight positive,0.14502136458538753,0.005965000310389374,1152.667857142857,11.041592818882515,1174.751042780622,1130.584671505092
2017-08-01,HINDUNILVR,EQ,2017-08-01,1155.75,1154.0,1176.9,1154.0,1174.45,1173.95,1170.77,1359063,1591148850.05,37938,1066199,78.45,8,2017,1094.829282345976,0.015747350205494337,Positive,0.21096280243758703,0.008677295139364697,1155.6892857142857,10.627579841933972,1176.9444453981537,1134.4341260304177
2017-08-02,HINDUNILVR,EQ,2017-08-02,1173.95,1174.0,1175.0,1159.7,1160.3,1168.75,1167.06,587711,685893771.2,28366,382997,65.17,8,2017,1095.3477962327963,-0.004429490182716545,Slight or No change,0.08493813476786671,0.0034936645486872663,1158.1214285714286,9.263279745766715,1176.647988062962,1139.5948690798953
2017-08-03,HINDUNILVR,EQ,2017-08-03,1168.75,1165.5,1179.6,1158.0,1170.1,1169.9,1170.81,597333,699364820.95,28633,373613,62.55,8,2017,1095.8755388435882,0.0009839572192513746,Slight positive,0.08651019182134949,0.0035583261993260124,1160.3071428571432,8.005355350369948,1176.3178535578832,1144.2964321564032
2017-08-04,HINDUNILVR,EQ,2017-08-04,1169.9,1162.0,1196.3,1162.0,1193.0,1192.1,1185.64,1116836,1324167074.1,42446,694169,62.15,8,2017,1097.1324649238118,0.01897598085306429,Positive,0.1713873852796185,0.007049484117823271,1163.1035714285715,11.368960176484489,1185.8414917815405,1140.3656510756025
2017-08-07,HINDUNILVR,EQ,2017-08-07,1192.1,1173.0,1193.1,1171.35,1177.95,1186.3,1184.16,868190,1028072406.05,40921,631855,72.78,8,2017,1098.0287964514778,-0.004865363643989595,Slight or No change,0.13076322209937746,0.005378536208373913,1165.1357142857144,12.809107765891746,1190.753929817498,1139.5174987539308
2017-08-08,HINDUNILVR,EQ,2017-08-08,1186.3,1181.7,1209.0,1181.0,1189.5,1191.0,1196.14,1329938,1590795737.9,57619,859947,64.66,8,2017,1099.4387034334984,0.003961898339374548,Slight positive,0.20620431546162715,0.008481569658710624,1167.7535714285716,14.113924715652615,1195.9814208598768,1139.5257219972664
2017-08-09,HINDUNILVR,EQ,2017-08-09,1191.0,1189.5,1195.5,1176.35,1188.6,1185.35,1188.18,833002,989752508.85,34150,504712,60.59,8,2017,1100.2470567736316,-0.004743912678421558,Slight or No change,0.12501415292478257,0.005142066226802909,1170.0714285714287,14.151457036776339,1198.3743426449814,1141.768514497876
2017-08-10,HINDUNILVR,EQ,2017-08-10,1185.35,1174.85,1183.6,1166.2,1170.0,1170.7,1173.54,699787,821224811.55,33168,455716,65.12,8,2017,1100.7995800454528,-0.012359218796135996,Negative,0.10324928279594153,0.004246836358808668,1170.9321428571427,13.764511323618175,1198.461165504379,1143.4031202099063
2017-08-11,HINDUNILVR,EQ,2017-08-11,1170.7,1160.05,1174.8,1143.55,1155.0,1152.8,1156.94,861457,996652294.1,29621,553097,64.2,8,2017,1101.296805479299,-0.015289997437430647,Negative,0.1296631742776045,0.0053332891813784155,1170.4642857142858,14.289768106147246,1199.0438219265802,1141.8847495019913
2017-08-14,HINDUNILVR,EQ,2017-08-14,1152.8,1154.5,1169.9,1147.2,1159.05,1155.7,1158.63,526828,610400660.25,35780,313395,59.49,8,2017,1101.6130870764398,0.002515614156835655,Slight positive,0.07499097725516747,0.003084519331909175,1170.9,13.684845633034762,1198.2696912660697,1143.5303087339305
2017-08-16,HINDUNILVR,EQ,2017-08-16,1155.7,1151.0,1190.6,1151.0,1187.0,1186.35,1178.03,1366648,1609952538.05,55267,921557,67.43,8,2017,1102.8720390838962,0.026520723371116883,Positive,0.212202051320425,0.008728267766686967,1172.457142857143,14.139440979359238,1200.7360248158616,1144.1782608984245
2017-08-17,HINDUNILVR,EQ,2017-08-17,1186.35,1185.0,1185.0,1165.0,1176.5,1177.3,1175.71,961319,1130228845.75,54456,673680,70.08,8,2017,1103.6418221684019,-0.007628440173641837,Slight negative,0.145978780334027,0.006004380613106382,1172.8428571428572,14.196611962323393,1201.2360810675038,1144.4496332182105
2017-08-18,HINDUNILVR,EQ,2017-08-18,1177.3,1170.0,1206.3,1169.45,1201.9,1202.2,1191.29,1407292,1676491944.9,47321,1037933,73.75,8,2017,1105.111815336247,0.021150089187123244,Positive,0.21884253010672244,0.009001403094951487,1176.2964285714286,15.074691785160216,1206.445812141749,1146.1470450011082
2017-08-21,HINDUNILVR,EQ,2017-08-21,1202.2,1202.3,1208.0,1182.35,1192.6,1191.45,1191.26,965962,1150711847.9,38792,631916,65.42,8,2017,1105.986754496952,-0.008941939777075358,Slight negative,0.14673736076422036,0.006035582446812025,1178.8464285714288,14.332969850148633,1207.512368271726,1150.1804888711315
2017-08-22,HINDUNILVR,EQ,2017-08-22,1191.45,1206.3,1207.35,1188.05,1199.8,1199.6,1196.66,916218,1096400027.3,40231,621119,67.79,8,2017,1106.8779982906065,0.006840404549078638,Slight positive,0.1386101100815715,0.005701293406137135,1180.6785714285713,15.267823308233078,1211.2142180450376,1150.142924812105
2017-08-23,HINDUNILVR,EQ,2017-08-23,1199.6,1195.1,1195.45,1183.0,1190.0,1188.15,1187.96,831796,988138959.1,25880,504554,60.66,8,2017,1107.5744332971788,-0.00954484828276081,Slight negative,0.12481711480313426,0.005133961679861491,1182.064285714286,14.979555664707982,1212.0233970437018,1152.10517438487
2017-08-24,HINDUNILVR,EQ,2017-08-24,1188.15,1188.0,1189.7,1175.3,1182.0,1179.7,1179.3,780599,920560506.45,38930,492841,63.14,8,2017,1108.1498222462449,-0.00711189664604639,Slight negative,0.11645247076165036,0.004789908205765471,1182.7642857142857,14.591336056444085,1211.946957827174,1153.5816136013975
2017-08-28,HINDUNILVR,EQ,2017-08-28,1179.7,1181.35,1202.85,1178.75,1200.0,1199.7,1191.95,630713,751779122.8,37923,440977,69.92,8,2017,1108.736155971351,0.016953462744765613,Positive,0.09196386719499895,0.003782646080673066,1183.3071428571432,15.097960345470655,1213.5030635480846,1153.1112221662017
2017-08-29,HINDUNILVR,EQ,2017-08-29,1199.7,1195.15,1198.55,1183.0,1190.0,1190.45,1187.23,1002082,1189698039.05,26053,783695,78.21,8,2017,1109.5592623315367,-0.007710260898557975,Slight negative,0.15263870152204598,0.00627831564376396,1183.6035714285717,15.201625220372234,1214.0068218693161,1153.2003209878274
2017-08-30,HINDUNILVR,EQ,2017-08-30,1190.45,1197.5,1209.6,1187.25,1201.9,1204.3,1200.85,666156,799951954.5,31218,396192,59.47,8,2017,1110.1894520321857,0.01163425595363088,Positive,0.0977545986589971,0.004020829710229197,1184.5535714285718,16.089084501918943,1216.7317404324097,1152.375402424734
2017-08-31,HINDUNILVR,EQ,2017-08-31,1204.3,1201.85,1222.8,1194.3,1215.1,1219.75,1211.96,1425125,1727195417.75,46730,919643,64.53,8,2017,1111.7266478842994,0.012829029311633322,Positive,0.22175611287899,0.009121244210711284,1187.0107142857146,18.644015110768066,1224.2987445072508,1149.7226840641783
2017-09-01,HINDUNILVR,EQ,2017-09-01,1219.75,1216.25,1222.0,1207.15,1215.75,1216.15,1215.38,622867,757017699.25,42174,365980,58.76,9,2017,1112.3630915192302,-0.002951424472227848,Slight or No change,0.09068197573359531,0.0037299194842366074,1190.2571428571432,19.521781298204935,1229.300705453553,1151.2135802607334
2017-09-04,HINDUNILVR,EQ,2017-09-04,1216.15,1214.85,1214.85,1193.75,1194.1,1197.15,1200.75,586791,704589156.35,44725,392962,66.97,9,2017,1112.8471443064852,-0.015623072811742024,Negative,0.08478782376296086,0.0034874819755644597,1193.4250000000006,16.310163773171954,1226.0453275463447,1160.8046724536566
2017-09-05,HINDUNILVR,EQ,2017-09-05,1197.15,1196.4,1211.5,1192.3,1204.0,1205.2,1203.58,699191,841529750.0,49473,457485,65.43,9,2017,1113.4711410189227,0.00672430355427478,Slight positive,0.10315190740580688,0.0042428311266551975,1196.9607142857149,12.399553009490404,1221.7598203046957,1172.161608266734
2017-09-06,HINDUNILVR,EQ,2017-09-06,1205.2,1202.0,1212.0,1200.3,1202.6,1206.4,1206.07,670064,808146178.05,28400,517108,77.17,9,2017,1114.0690016554297,0.0009956853634252028,Slight positive,0.09839309366679286,0.004047092205624771,1198.392857142858,12.23656024352451,1222.865977629907,1173.919736655809
